,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
68,2021-09-02 13:08:00-04:00,4537.25,4537.5,4536.75,4537.0,494,0,0
69,2021-09-02 13:09:00-04:00,4537.0,4537.0,4536.0,4536.0,745,0,0
70,2021-09-02 13:10:00-04:00,4536.0,4537.0,4536.0,4536.5,745,0,0
71,2021-09-02 13:11:00-04:00,4536.5,4536.5,4535.75,4536.25,804,0,0
72,2021-09-02 13:12:00-04:00,4536.5,4537.0,4536.5,4536.75,921,0,0
73,2021-09-02 13:13:00-04:00,4536.75,4536.75,4536.0,4536.5,833,0,0
74,2021-09-02 13:14:00-04:00,4536.25,4536.25,4535.5,4535.75,1250,0,0
75,2021-09-02 13:15:00-04:00,4535.75,4536.0,4535.5,4536.0,669,0,0
76,2021-09-02 13:16:00-04:00,4536.0,4536.25,4535.5,4535.75,930,0,0
77,2021-09-02 13:17:00-04:00,4536.0,4536.0,4534.75,4535.0,1036,0,0
78,2021-09-02 13:18:00-04:00,4535.0,4535.5,4534.75,4535.0,1143,0,0
79,2021-09-02 13:19:00-04:00,4535.0,4535.0,4533.5,4533.5,1913,0,0
80,2021-09-02 13:20:00-04:00,4533.5,4534.25,4533.25,4534.25,1684,0,0
81,2021-09-02 13:21:00-04:00,4534.25,4534.25,4533.25,4533.75,1704,0,0
82,2021-09-02 13:22:00-04:00,4533.5,4533.75,4533.0,4533.25,938,0,0
83,2021-09-02 13:23:00-04:00,4533.0,4533.75,4532.75,4533.25,1341,0,0
84,2021-09-02 13:24:00-04:00,4533.5,4533.75,4531.5,4532.0,3462,0,0
85,2021-09-02 13:25:00-04:00,4532.0,4532.0,4531.25,4531.5,1842,0,0
86,2021-09-02 13:26:00-04:00,4531.5,4532.25,4531.0,4532.25,2543,0,0
87,2021-09-02 13:27:00-04:00,4532.25,4532.75,4531.75,4532.75,1050,0,0
88,2021-09-02 13:28:00-04:00,4532.75,4532.75,4531.0,4531.5,1894,0,0
89,2021-09-02 13:29:00-04:00,4531.5,4532.0,4530.75,4531.25,1778,0,0
90,2021-09-02 13:30:00-04:00,4531.25,4532.25,4530.75,4532.25,1169,0,0
91,2021-09-02 13:31:00-04:00,4532.25,4532.5,4531.75,4531.75,974,0,0
92,2021-09-02 13:32:00-04:00,4531.75,4532.0,4531.25,4531.25,941,0,0
93,2021-09-02 13:33:00-04:00,4531.25,4531.75,4531.25,4531.5,828,0,0
94,2021-09-02 13:34:00-04:00,4531.75,4532.0,4531.25,4531.75,1017,0,0
95,2021-09-02 13:35:00-04:00,4531.75,4532.25,4531.75,4532.0,1541,0,0
96,2021-09-02 13:36:00-04:00,4531.75,4532.5,4531.75,4532.25,1426,0,0
97,2021-09-02 13:37:00-04:00,4532.0,4532.25,4531.75,4531.75,549,0,0
98,2021-09-02 13:38:00-04:00,4531.5,4531.75,4530.5,4530.5,1589,0,0
99,2021-09-02 13:39:00-04:00,4530.5,4531.75,4530.5,4531.25,1495,0,0
100,2021-09-02 13:40:00-04:00,4531.25,4532.75,4531.25,4532.25,1868,0,0
101,2021-09-02 13:41:00-04:00,4532.25,4532.5,4531.75,4531.75,1206,0,0
102,2021-09-02 13:42:00-04:00,4531.75,4531.75,4530.5,4530.5,1173,0,0
103,2021-09-02 13:43:00-04:00,4530.5,4530.75,4529.75,4530.0,2334,0,0
104,2021-09-02 13:44:00-04:00,4529.75,4530.25,4529.25,4530.25,2100,0,0
105,2021-09-02 13:45:00-04:00,4530.25,4531.0,4530.0,4530.0,1047,0,0
106,2021-09-02 13:46:00-04:00,4529.75,4530.0,4528.75,4528.75,1702,0,0
107,2021-09-02 13:47:00-04:00,4528.75,4529.25,4528.25,4529.0,2407,0,0
108,2021-09-02 13:48:00-04:00,4528.75,4529.25,4527.75,4529.0,2089,0,0
109,2021-09-02 13:49:00-04:00,4528.75,4529.0,4528.0,4528.0,1801,0,0
110,2021-09-02 13:50:00-04:00,4527.75,4529.0,4527.5,4529.0,2426,0,0
111,2021-09-02 13:51:00-04:00,4529.0,4529.0,4526.75,4526.75,1833,0,0
112,2021-09-02 13:52:00-04:00,4526.75,4527.5,4526.75,4527.5,1769,0,0
113,2021-09-02 13:53:00-04:00,4527.25,4528.5,4526.5,4527.0,3164,0,0
114,2021-09-02 13:54:00-04:00,4527.0,4527.25,4526.5,4526.75,2777,0,0
115,2021-09-02 13:55:00-04:00,4526.5,4527.25,4526.25,4526.75,1528,0,0
116,2021-09-02 13:56:00-04:00,4526.75,4528.5,4526.5,4528.25,2359,0,0
117,2021-09-02 13:57:00-04:00,4528.25,4528.5,4527.5,4528.25,1500,0,0
118,2021-09-02 13:58:00-04:00,4528.0,4528.5,4527.75,4527.75,886,0,0
119,2021-09-02 13:59:00-04:00,4527.75,4528.0,4527.25,4527.5,1303,0,0
120,2021-09-02 14:00:00-04:00,4527.25,4527.75,4526.5,4527.5,1616,0,0
121,2021-09-02 14:01:00-04:00,4527.25,4527.5,4525.5,4525.5,2441,0,0
122,2021-09-02 14:02:00-04:00,4525.5,4526.5,4525.5,4525.75,2176,0,0
123,2021-09-02 14:03:00-04:00,4525.5,4527.0,4525.5,4526.25,1853,0,0
124,2021-09-02 14:04:00-04:00,4526.25,4526.5,4524.75,4525.0,3077,0,0
125,2021-09-02 14:05:00-04:00,4524.75,4526.5,4524.5,4525.0,2613,0,0
126,2021-09-02 14:06:00-04:00,4525.0,4525.5,4524.5,4524.75,1648,0,0
127,2021-09-02 14:07:00-04:00,4524.75,4525.0,4523.0,4523.5,4113,0,0
128,2021-09-02 14:08:00-04:00,4523.75,4524.25,4523.25,4523.75,2901,0,0
129,2021-09-02 14:09:00-04:00,4523.75,4525.75,4523.75,4525.5,3885,0,0
130,2021-09-02 14:10:00-04:00,4525.75,4525.75,4523.75,4523.75,2282,0,0
131,2021-09-02 14:11:00-04:00,4523.75,4524.0,4522.75,4523.0,2059,0,0
132,2021-09-02 14:12:00-04:00,4523.0,4524.5,4523.0,4524.0,2127,0,0
133,2021-09-02 14:13:00-04:00,4524.25,4525.25,4524.0,4524.75,1622,0,0
134,2021-09-02 14:14:00-04:00,4525.0,4526.75,4524.75,4526.5,2148,0,0
135,2021-09-02 14:15:00-04:00,4526.5,4527.0,4526.0,4526.25,2456,0,0
136,2021-09-02 14:16:00-04:00,4526.25,4527.0,4526.0,4526.5,1171,0,0
137,2021-09-02 14:17:00-04:00,4526.5,4527.0,4526.0,4527.0,1267,0,0
138,2021-09-02 14:18:00-04:00,4527.0,4527.5,4526.75,4527.0,1661,0,0
139,2021-09-02 14:19:00-04:00,4527.0,4528.25,4526.75,4528.25,2215,0,0
140,2021-09-02 14:20:00-04:00,4528.25,4528.75,4527.75,4528.5,2912,0,0
141,2021-09-02 14:21:00-04:00,4528.75,4529.25,4527.75,4528.0,3145,0,0
142,2021-09-02 14:22:00-04:00,4528.0,4528.25,4527.0,4527.5,1128,0,0
143,2021-09-02 14:23:00-04:00,4527.25,4527.75,4526.5,4527.0,1649,0,0
144,2021-09-02 14:24:00-04:00,4526.75,4527.25,4526.5,4526.75,945,0,0
145,2021-09-02 14:25:00-04:00,4526.75,4527.75,4526.5,4526.75,1664,0,0
146,2021-09-02 14:26:00-04:00,4526.5,4526.75,4525.75,4526.0,1385,0,0
147,2021-09-02 14:27:00-04:00,4526.0,4526.0,4525.0,4525.0,1685,0,0
148,2021-09-02 14:28:00-04:00,4525.0,4525.25,4524.75,4524.75,916,0,0
149,2021-09-02 14:29:00-04:00,4525.0,4526.0,4524.75,4524.75,1590,0,0
150,2021-09-02 14:30:00-04:00,4524.75,4526.25,4524.5,4526.25,2024,0,0
151,2021-09-02 14:31:00-04:00,4526.25,4527.5,4526.25,4527.0,1318,0,0
152,2021-09-02 14:32:00-04:00,4527.0,4527.5,4526.75,4527.0,819,0,0
153,2021-09-02 14:33:00-04:00,4527.0,4527.5,4526.5,4526.5,679,0,0
154,2021-09-02 14:34:00-04:00,4526.5,4527.0,4526.25,4526.75,913,0,0
155,2021-09-02 14:35:00-04:00,4527.0,4527.0,4525.25,4525.25,1102,0,0
156,2021-09-02 14:36:00-04:00,4525.0,4525.75,4523.75,4524.0,2688,0,0
157,2021-09-02 14:37:00-04:00,4523.75,4524.75,4523.5,4524.5,2480,0,0
158,2021-09-02 14:38:00-04:00,4524.5,4525.5,4524.5,4525.5,1938,0,0
159,2021-09-02 14:39:00-04:00,4525.5,4526.0,4524.75,4525.25,1351,0,0
160,2021-09-02 14:40:00-04:00,4525.0,4526.75,4524.5,4526.5,2143,0,0
161,2021-09-02 14:41:00-04:00,4526.25,4526.5,4524.5,4525.25,1658,0,0
162,2021-09-02 14:42:00-04:00,4525.25,4525.75,4525.0,4525.25,862,0,0
163,2021-09-02 14:43:00-04:00,4525.25,4526.25,4525.25,4525.75,1024,0,0
164,2021-09-02 14:44:00-04:00,4525.75,4526.25,4525.5,4526.25,1164,0,0
165,2021-09-02 14:45:00-04:00,4526.0,4527.25,4526.0,4527.0,3328,0,0
166,2021-09-02 14:46:00-04:00,4527.0,4528.25,4527.0,4527.75,1889,0,0
167,2021-09-02 14:47:00-04:00,4527.5,4527.75,4527.0,4527.5,1747,0,0
168,2021-09-02 14:48:00-04:00,4527.75,4528.25,4527.5,4528.25,551,0,0
169,2021-09-02 14:49:00-04:00,4528.25,4528.5,4527.75,4527.75,1311,0,0
170,2021-09-02 14:50:00-04:00,4527.5,4528.25,4527.5,4528.0,1121,0,0
171,2021-09-02 14:51:00-04:00,4528.0,4528.25,4527.25,4527.5,1377,0,0
172,2021-09-02 14:52:00-04:00,4527.25,4527.75,4527.25,4527.75,1321,0,0
173,2021-09-02 14:53:00-04:00,4527.5,4528.25,4527.5,4528.25,985,0,0
174,2021-09-02 14:54:00-04:00,4528.0,4528.5,4528.0,4528.25,1586,0,0
175,2021-09-02 14:55:00-04:00,4528.25,4529.25,4528.0,4529.0,2959,0,0
176,2021-09-02 14:56:00-04:00,4529.0,4530.5,4529.0,4530.25,3482,0,0
177,2021-09-02 14:57:00-04:00,4530.25,4531.5,4530.25,4531.5,3615,0,0
178,2021-09-02 14:58:00-04:00,4531.5,4531.75,4530.75,4531.25,2630,0,0
179,2021-09-02 14:59:00-04:00,4531.25,4531.25,4530.5,4530.75,2532,0,0
180,2021-09-02 15:00:00-04:00,4530.75,4531.75,4530.75,4531.5,2347,0,0
181,2021-09-02 15:01:00-04:00,4531.5,4532.0,4531.25,4531.75,1945,0,0
182,2021-09-02 15:02:00-04:00,4531.75,4532.5,4530.75,4530.75,2118,0,0
183,2021-09-02 15:03:00-04:00,4530.75,4531.5,4530.75,4531.25,1294,0,0
184,2021-09-02 15:04:00-04:00,4531.25,4531.25,4530.25,4530.5,1335,0,0
185,2021-09-02 15:05:00-04:00,4530.25,4531.5,4530.25,4531.0,1586,0,0
186,2021-09-02 15:06:00-04:00,4531.25,4531.25,4529.5,4529.75,2222,0,0
187,2021-09-02 15:07:00-04:00,4529.75,4529.75,4529.25,4529.75,1437,0,0
188,2021-09-02 15:08:00-04:00,4529.5,4530.0,4529.25,4529.25,1534,0,0
189,2021-09-02 15:09:00-04:00,4529.5,4529.75,4528.25,4528.5,1703,0,0
190,2021-09-02 15:10:00-04:00,4528.5,4529.5,4528.25,4529.25,1375,0,0
191,2021-09-02 15:11:00-04:00,4529.0,4529.25,4528.0,4528.0,1741,0,0
192,2021-09-02 15:12:00-04:00,4527.75,4528.25,4526.5,4527.25,2599,0,0
193,2021-09-02 15:13:00-04:00,4527.5,4528.5,4527.25,4528.5,3117,0,0
194,2021-09-02 15:14:00-04:00,4528.5,4529.5,4528.5,4528.75,2127,0,0
195,2021-09-02 15:15:00-04:00,4528.75,4530.0,4528.75,4529.75,2049,0,0
196,2021-09-02 15:16:00-04:00,4529.75,4530.5,4529.75,4530.5,2133,0,0
197,2021-09-02 15:17:00-04:00,4530.5,4531.25,4530.25,4530.75,1347,0,0
198,2021-09-02 15:18:00-04:00,4530.5,4531.0,4530.0,4530.25,1297,0,0
199,2021-09-02 15:19:00-04:00,4530.5,4530.75,4529.0,4529.5,1624,0,0
200,2021-09-02 15:20:00-04:00,4529.25,4529.5,4528.5,4528.75,1504,0,0
201,2021-09-02 15:21:00-04:00,4528.5,4529.0,4528.25,4528.75,1678,0,0
202,2021-09-02 15:22:00-04:00,4528.75,4529.5,4528.0,4528.0,1158,0,0
203,2021-09-02 15:23:00-04:00,4528.25,4528.25,4527.25,4527.75,1947,0,0
204,2021-09-02 15:24:00-04:00,4527.75,4527.75,4526.0,4526.75,2593,0,0
205,2021-09-02 15:25:00-04:00,4526.5,4528.0,4526.5,4527.25,3009,0,0
206,2021-09-02 15:26:00-04:00,4527.5,4528.0,4527.0,4527.25,1213,0,0
207,2021-09-02 15:27:00-04:00,4527.25,4528.0,4526.0,4526.25,1755,0,0
208,2021-09-02 15:28:00-04:00,4526.0,4527.0,4525.75,4527.0,1536,0,0
209,2021-09-02 15:29:00-04:00,4526.75,4527.5,4526.5,4526.75,1433,0,0
210,2021-09-02 15:30:00-04:00,4526.75,4528.0,4526.5,4526.75,1832,0,0
211,2021-09-02 15:31:00-04:00,4526.75,4527.0,4526.25,4526.75,1223,0,0
212,2021-09-02 15:32:00-04:00,4526.5,4526.75,4525.5,4526.75,1535,0,0
213,2021-09-02 15:33:00-04:00,4526.5,4527.25,4526.25,4527.25,2349,0,0
214,2021-09-02 15:34:00-04:00,4527.25,4527.25,4526.25,4527.0,2156,0,0
215,2021-09-02 15:35:00-04:00,4526.75,4527.75,4526.5,4527.0,1711,0,0
216,2021-09-02 15:36:00-04:00,4527.0,4527.0,4525.5,4525.75,1251,0,0
217,2021-09-02 15:37:00-04:00,4525.75,4526.25,4525.25,4525.5,1827,0,0
218,2021-09-02 15:38:00-04:00,4525.75,4526.5,4525.0,4526.5,2110,0,0
219,2021-09-02 15:39:00-04:00,4526.25,4527.5,4526.25,4527.0,2367,0,0
220,2021-09-02 15:40:00-04:00,4527.25,4528.0,4526.5,4527.75,1840,0,0
221,2021-09-02 15:41:00-04:00,4527.75,4528.5,4527.5,4527.5,2307,0,0
222,2021-09-02 15:42:00-04:00,4527.5,4528.25,4527.25,4528.25,1235,0,0
223,2021-09-02 15:43:00-04:00,4528.5,4529.25,4528.25,4528.75,2369,0,0
224,2021-09-02 15:44:00-04:00,4529.0,4529.0,4526.75,4527.25,2025,0,0
225,2021-09-02 15:45:00-04:00,4527.0,4529.0,4527.0,4528.0,2722,0,0
226,2021-09-02 15:46:00-04:00,4528.0,4528.0,4527.0,4527.5,1513,0,0
227,2021-09-02 15:47:00-04:00,4527.25,4527.75,4526.0,4526.25,2668,0,0
228,2021-09-02 15:48:00-04:00,4526.5,4527.0,4525.5,4526.25,2380,0,0
229,2021-09-02 15:49:00-04:00,4526.5,4527.25,4526.25,4526.5,1499,0,0
230,2021-09-02 15:50:00-04:00,4526.75,4530.0,4526.25,4530.0,6713,0,0
231,2021-09-02 15:51:00-04:00,4529.75,4531.5,4529.75,4530.75,4035,0,0
232,2021-09-02 15:52:00-04:00,4530.5,4531.5,4530.25,4531.25,3200,0,0
233,2021-09-02 15:53:00-04:00,4531.25,4531.75,4530.25,4530.75,3871,0,0
234,2021-09-02 15:54:00-04:00,4531.0,4531.75,4530.0,4531.25,4566,0,0
235,2021-09-02 15:55:00-04:00,4531.5,4532.75,4531.0,4532.5,4673,0,0
236,2021-09-02 15:56:00-04:00,4532.75,4533.0,4532.0,4532.25,4455,0,0
237,2021-09-02 15:57:00-04:00,4532.25,4533.0,4531.5,4532.5,7656,0,0
238,2021-09-02 15:58:00-04:00,4532.5,4534.5,4532.0,4534.25,7745,0,0
239,2021-09-02 15:59:00-04:00,4534.5,4536.25,4533.5,4536.0,36196,0,0
240,2021-09-02 16:00:00-04:00,4536.0,4537.25,4535.5,4536.75,14596,0,0
241,2021-09-02 16:01:00-04:00,4537.0,4537.0,4536.0,4536.0,3709,0,0
242,2021-09-02 16:02:00-04:00,4536.0,4536.25,4535.5,4535.75,2453,0,0
243,2021-09-02 16:03:00-04:00,4535.5,4536.0,4535.5,4535.75,1907,0,0
244,2021-09-02 16:04:00-04:00,4535.75,4536.0,4535.25,4535.5,1728,0,0
245,2021-09-02 16:05:00-04:00,4535.5,4536.0,4535.25,4535.75,1216,0,0
246,2021-09-02 16:06:00-04:00,4536.0,4536.25,4535.5,4535.5,1141,0,0
247,2021-09-02 16:07:00-04:00,4535.25,4535.5,4534.25,4534.25,1945,0,0
248,2021-09-02 16:08:00-04:00,4534.25,4534.5,4533.5,4534.0,2425,0,0
249,2021-09-02 16:09:00-04:00,4534.0,4534.25,4533.5,4533.75,2541,0,0
250,2021-09-02 16:10:00-04:00,4533.75,4534.25,4533.25,4533.25,1783,0,0
251,2021-09-02 16:11:00-04:00,4533.25,4533.75,4533.0,4533.0,1132,0,0
252,2021-09-02 16:12:00-04:00,4533.0,4533.5,4533.0,4533.25,700,0,0
253,2021-09-02 16:13:00-04:00,4533.25,4534.0,4533.25,4534.0,1446,0,0
254,2021-09-02 16:14:00-04:00,4534.0,4535.5,4534.0,4535.25,1763,0,0
255,2021-09-02 16:15:00-04:00,4535.25,4535.5,4534.75,4535.0,574,0,0
256,2021-09-02 16:16:00-04:00,4535.0,4535.5,4535.0,4535.25,287,0,0
257,2021-09-02 16:17:00-04:00,4535.5,4535.75,4535.25,4535.5,422,0,0
258,2021-09-02 16:18:00-04:00,4535.5,4536.0,4535.5,4536.0,269,0,0
259,2021-09-02 16:19:00-04:00,4536.0,4536.0,4535.75,4535.75,50,0,0
260,2021-09-02 16:20:00-04:00,4536.0,4536.0,4535.5,4536.0,560,0,0
261,2021-09-02 16:21:00-04:00,4536.0,4536.0,4535.75,4535.75,144,0,0
262,2021-09-02 16:22:00-04:00,4536.0,4536.0,4535.75,4535.75,47,0,0
263,2021-09-02 16:23:00-04:00,4536.0,4536.0,4535.75,4536.0,61,0,0
264,2021-09-02 16:24:00-04:00,4535.75,4536.25,4535.75,4536.25,221,0,0
265,2021-09-02 16:25:00-04:00,4536.25,4536.25,4536.0,4536.25,522,0,0
266,2021-09-02 16:26:00-04:00,4536.25,4536.25,4535.75,4536.0,2166,0,0
267,2021-09-02 16:27:00-04:00,4535.75,4536.25,4535.75,4536.25,714,0,0
268,2021-09-02 16:28:00-04:00,4536.25,4536.25,4536.0,4536.25,189,0,0
269,2021-09-02 16:29:00-04:00,4536.25,4536.25,4536.0,4536.0,240,0,0
270,2021-09-02 16:30:00-04:00,4536.25,4536.5,4536.0,4536.0,156,0,0
271,2021-09-02 16:31:00-04:00,4536.0,4536.0,4535.75,4535.75,94,0,0
272,2021-09-02 16:32:00-04:00,4535.75,4536.0,4535.75,4535.75,610,0,0
273,2021-09-02 16:33:00-04:00,4535.75,4536.0,4535.75,4535.75,13,0,0
274,2021-09-02 16:34:00-04:00,4535.75,4536.0,4535.5,4535.75,228,0,0
275,2021-09-02 16:35:00-04:00,4535.75,4535.75,4535.5,4535.5,147,0,0
276,2021-09-02 16:36:00-04:00,4535.5,4536.25,4535.5,4536.0,299,0,0
277,2021-09-02 16:37:00-04:00,4536.0,4536.0,4535.75,4535.75,72,0,0
278,2021-09-02 16:38:00-04:00,4536.0,4536.25,4535.75,4535.75,274,0,0
279,2021-09-02 16:39:00-04:00,4535.75,4536.25,4535.75,4536.25,34,0,0
280,2021-09-02 16:40:00-04:00,4536.0,4536.5,4536.0,4536.5,151,0,0
281,2021-09-02 16:41:00-04:00,4536.25,4537.0,4536.25,4537.0,372,0,0
282,2021-09-02 16:42:00-04:00,4537.0,4537.0,4536.5,4536.5,147,0,0
283,2021-09-02 16:43:00-04:00,4536.5,4536.75,4536.5,4536.75,60,0,0
284,2021-09-02 16:44:00-04:00,4536.75,4536.75,4536.5,4536.5,242,0,0
285,2021-09-02 16:45:00-04:00,4536.75,4536.75,4536.5,4536.5,164,0,0
286,2021-09-02 16:46:00-04:00,4536.5,4536.75,4536.5,4536.75,117,0,0
287,2021-09-02 16:47:00-04:00,4536.5,4536.75,4536.5,4536.5,77,0,0
288,2021-09-02 16:48:00-04:00,4536.5,4536.75,4536.5,4536.75,31,0,0
289,2021-09-02 16:49:00-04:00,4536.5,4536.75,4536.5,4536.75,481,0,0
290,2021-09-02 16:50:00-04:00,4536.5,4536.75,4536.5,4536.5,50,0,0
291,2021-09-02 16:51:00-04:00,4536.5,4536.75,4536.5,4536.75,82,0,0
292,2021-09-02 16:52:00-04:00,4536.5,4536.75,4536.5,4536.5,64,0,0
293,2021-09-02 16:53:00-04:00,4536.5,4536.75,4536.5,4536.75,16,0,0
294,2021-09-02 16:54:00-04:00,4536.75,4536.75,4536.5,4536.75,127,0,0
295,2021-09-02 16:55:00-04:00,4536.75,4536.75,4536.5,4536.5,67,0,0
296,2021-09-02 16:56:00-04:00,4536.5,4536.75,4536.5,4536.75,147,0,0
297,2021-09-02 16:57:00-04:00,4536.5,4536.75,4536.5,4536.5,95,0,0
298,2021-09-02 16:58:00-04:00,4536.5,4536.75,4536.5,4536.5,114,0,0
299,2021-09-02 16:59:00-04:00,4536.75,4536.75,4536.5,4536.5,653,0,0
300,2021-09-02 18:00:00-04:00,4536.75,4537.0,4536.0,4536.0,0,0,0
301,2021-09-02 18:01:00-04:00,4536.0,4536.0,4535.75,4535.75,176,0,0
302,2021-09-02 18:02:00-04:00,4536.0,4536.0,4535.75,4535.75,62,0,0
303,2021-09-02 18:03:00-04:00,4535.75,4536.0,4535.5,4535.75,174,0,0
304,2021-09-02 18:04:00-04:00,4535.75,4535.75,4535.5,4535.75,46,0,0
